text,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,label
"willingham lands in washington , seattle ( sports network ) - tyrone willingham was not unemployed for very long , as he was named the new head coach at the university of washington on monday just two weeks after being fired at notre dame .",0.14733542319749218,0.16410256410256413,0.16410256410256413,0.15057573073516384,0.14733542319749218,0.16410256410256413,0.16410256410256413,0.15057573073516384,0.14733542319749218,0.16410256410256413,0.16410256410256413,0.15057573073516384,0.14733542319749218,0.16410256410256413,0.16410256410256413,0.15057573073516384,0.14733542319749218,0.16410256410256413,0.16410256410256413,0.15057573073516384,0.14733542319749218,0.16410256410256413,0.16410256410256413,0.15057573073516384,0.14733542319749218,0.16410256410256413,0.16410256410256413,0.15057573073516384,0.14733542319749218,0.16410256410256413,0.16410256410256413,0.15057573073516384,1
"living for today , locked in a paralyzed body , right-to-die issues receive a lot of attention , but less is known about those with a . l . s . , or lou gehrig ' s disease , who want to live .",0.09717868338557994,0.15897435897435896,0.15897435897435896,0.10717449069973427,0.09717868338557994,0.15897435897435896,0.15897435897435896,0.10717449069973427,0.09717868338557994,0.15897435897435896,0.15897435897435896,0.10717449069973427,0.09717868338557994,0.15897435897435896,0.15897435897435896,0.10717449069973427,0.09717868338557994,0.15897435897435896,0.15897435897435896,0.10717449069973427,0.09717868338557994,0.15897435897435896,0.15897435897435896,0.10717449069973427,0.09717868338557994,0.15897435897435896,0.15897435897435896,0.10717449069973427,0.09717868338557994,0.15897435897435896,0.15897435897435896,0.10717449069973427,0
"giants ' coughlin gets win over redskins , linebacker barrett green scored on a 16-yard fumble return and the giants forced seven turnovers , handing tom coughlin his first win as the team ' s head coach .",0.11076280041797285,0.1282051282051282,0.1282051282051282,0.11337466784765278,0.11076280041797285,0.1282051282051282,0.1282051282051282,0.11337466784765278,0.11076280041797285,0.1282051282051282,0.1282051282051282,0.11337466784765278,0.11076280041797285,0.1282051282051282,0.1282051282051282,0.11337466784765278,0.11076280041797285,0.1282051282051282,0.1282051282051282,0.11337466784765278,0.11076280041797285,0.1282051282051282,0.1282051282051282,0.11337466784765278,0.11076280041797285,0.1282051282051282,0.1282051282051282,0.11337466784765278,0.11076280041797285,0.1282051282051282,0.1282051282051282,0.11337466784765278,1
"trend micro offers virus scanning for smart phones , amid reports of trojans and worms squirming through mobile devices , trend micro inc . says it will roll out anti-virus and anti-spam protection for users of data-centric smart phones .",0.1452455590386625,0.13846153846153847,0.13846153846153847,0.14437555358724535,0.1452455590386625,0.13846153846153847,0.13846153846153847,0.14437555358724535,0.1452455590386625,0.13846153846153847,0.13846153846153847,0.14437555358724535,0.1452455590386625,0.13846153846153847,0.13846153846153847,0.14437555358724535,0.1452455590386625,0.13846153846153847,0.13846153846153847,0.14437555358724535,0.1452455590386625,0.13846153846153847,0.13846153846153847,0.14437555358724535,0.1452455590386625,0.13846153846153847,0.13846153846153847,0.14437555358724535,0.1452455590386625,0.13846153846153847,0.13846153846153847,0.14437555358724535,3
"apple rocks with u2 , rolls out ipod photo ( reuters ) , reuters - apple computer inc . has hooked\up with irish rock band u2 to launch the ipod u2 special\edition , a black edition of its popular digital music player\that holds up to 5 , 000 songs .",0.15778474399164058,0.18974358974358974,0.18974358974358974,0.16386182462356064,0.15778474399164058,0.18974358974358974,0.18974358974358974,0.16386182462356064,0.15778474399164058,0.18974358974358974,0.18974358974358974,0.16386182462356064,0.15778474399164058,0.18974358974358974,0.18974358974358974,0.16386182462356064,0.15778474399164058,0.18974358974358974,0.18974358974358974,0.16386182462356064,0.15778474399164058,0.18974358974358974,0.18974358974358974,0.16386182462356064,0.15778474399164058,0.18974358974358974,0.18974358974358974,0.16386182462356064,0.15778474399164058,0.18974358974358974,0.18974358974358974,0.16386182462356064,3
"italian women said dead in iraq , uk hostage pleads , two italian women aid workers were reported killed in iraq and a british hostage pleaded for his life after the killing of two americans , as the latest hostage crisis put pressure on governments with troops in iraq .",0.17972831765935218,0.18974358974358974,0.18974358974358974,0.1824623560673162,0.17972831765935218,0.18974358974358974,0.18974358974358974,0.1824623560673162,0.17972831765935218,0.18974358974358974,0.18974358974358974,0.1824623560673162,0.17972831765935218,0.18974358974358974,0.18974358974358974,0.1824623560673162,0.17972831765935218,0.18974358974358974,0.18974358974358974,0.1824623560673162,0.17972831765935218,0.18974358974358974,0.18974358974358974,0.1824623560673162,0.17972831765935218,0.18974358974358974,0.18974358974358974,0.1824623560673162,0.17972831765935218,0.18974358974358974,0.18974358974358974,0.1824623560673162,0
"olympics venus out of olympics , athens title-holder venus williams of the united states crashed out of the olympic women #39 s singles tennis tournament here losing a third round tie 6-4 , 6-4 to france #39 s mary pierce .",0.12957157784743992,0.14358974358974358,0.14358974358974358,0.13197519929140833,0.12957157784743992,0.14358974358974358,0.14358974358974358,0.13197519929140833,0.12957157784743992,0.14358974358974358,0.14358974358974358,0.13197519929140833,0.12957157784743992,0.14358974358974358,0.14358974358974358,0.13197519929140833,0.12957157784743992,0.14358974358974358,0.14358974358974358,0.13197519929140833,0.12957157784743992,0.14358974358974358,0.14358974358974358,0.13197519929140833,0.12957157784743992,0.14358974358974358,0.14358974358974358,0.13197519929140833,0.12957157784743992,0.14358974358974358,0.14358974358974358,0.13197519929140833,1
"deadly anniversary in iraq , ( cbs/ap ) the first anniversary of saddam hussein #39 s capture was marked by violence across iraq , including a suicide car bombing that killed 13 people in baghdad and a report that seven us marines died in combat in western iraq .",0.17136886102403345,0.18461538461538463,0.18461538461538463,0.1744906997342781,0.17136886102403345,0.18461538461538463,0.18461538461538463,0.1744906997342781,0.17136886102403345,0.18461538461538463,0.18461538461538463,0.1744906997342781,0.17136886102403345,0.18461538461538463,0.18461538461538463,0.1744906997342781,0.17136886102403345,0.18461538461538463,0.18461538461538463,0.1744906997342781,0.17136886102403345,0.18461538461538463,0.18461538461538463,0.1744906997342781,0.17136886102403345,0.18461538461538463,0.18461538461538463,0.1744906997342781,0.17136886102403345,0.18461538461538463,0.18461538461538463,0.1744906997342781,0
"linux keeper , spikesource ceo talk up open source ( infoworld ) , infoworld - santa clara , calif . -- accommodating large patch sets in linux is expected to mean forking off of the 2 . 7 version of the platform to accommodate these changes , according to andrew morton , lead maintainer of the linux kernel for open source development labs ( osdl ) .",0.26436781609195403,0.27692307692307694,0.27692307692307694,0.26926483613817537,0.26436781609195403,0.27692307692307694,0.27692307692307694,0.26926483613817537,0.26436781609195403,0.27692307692307694,0.27692307692307694,0.26926483613817537,0.26436781609195403,0.27692307692307694,0.27692307692307694,0.26926483613817537,0.26436781609195403,0.27692307692307694,0.27692307692307694,0.26926483613817537,0.26436781609195403,0.27692307692307694,0.27692307692307694,0.26926483613817537,0.26436781609195403,0.27692307692307694,0.27692307692307694,0.26926483613817537,0.26436781609195403,0.27692307692307694,0.27692307692307694,0.26926483613817537,3
"boeing thanks airbus for the flattery , the boeing co . is welcoming a decision by its european rival to build a plane that can compete with the chicago company #39 s 7e7 .",0.07628004179728318,0.10769230769230768,0.10769230769230768,0.08060230292294067,0.07628004179728318,0.10769230769230768,0.10769230769230768,0.08060230292294067,0.07628004179728318,0.10769230769230768,0.10769230769230768,0.08060230292294067,0.07628004179728318,0.10769230769230768,0.10769230769230768,0.08060230292294067,0.07628004179728318,0.10769230769230768,0.10769230769230768,0.08060230292294067,0.07628004179728318,0.10769230769230768,0.10769230769230768,0.08060230292294067,0.07628004179728318,0.10769230769230768,0.10769230769230768,0.08060230292294067,0.07628004179728318,0.10769230769230768,0.10769230769230768,0.08060230292294067,2
"ron regan jr is my kinda guy , \\now that the country is awash in reagan nostalgia , some observers are predicting\that you will enter politics . would you like to be president of the united\states ? \\i would be unelectable . i ' m an atheist . as we all know , that is something\people won ' t accept . \\what would you do if senator kerry asked you to be his vice president ? \\i would question his sanity . \\do you ever go to church ? \\no . i visit my wife ' s sangha . \\so you sometimes practice buddhism ? \\i don ' t claim anything . but my sympathies would be in that direction . i admire\the fact that the central core of buddhist teaching involves mindfulness and\loving kindness and compassion . \\so lets get this straight . he ' s an a . . . \\",0.6907001044932081,0.717948717948718,0.717948717948718,0.7068201948627104,0.6907001044932081,0.717948717948718,0.717948717948718,0.7068201948627104,0.6907001044932081,0.717948717948718,0.717948717948718,0.7068201948627104,0.6907001044932081,0.717948717948718,0.717948717948718,0.7068201948627104,0.6907001044932081,0.717948717948718,0.717948717948718,0.7068201948627104,0.6907001044932081,0.717948717948718,0.717948717948718,0.7068201948627104,0.6907001044932081,0.717948717948718,0.717948717948718,0.7068201948627104,0.6907001044932081,0.717948717948718,0.717948717948718,0.7068201948627104,3
"macy #39 s to go nationwide , the name goldsmith #39 s will be disappearing from the retail landscape in january . federated department stores plans to put all of its regional chains under its macy #39 s brand , completing a transition that began with the other stores sharing the macy #39 s name .",0.2079414838035528,0.2205128205128205,0.2205128205128205,0.21169176262178918,0.2079414838035528,0.2205128205128205,0.2205128205128205,0.21169176262178918,0.2079414838035528,0.2205128205128205,0.2205128205128205,0.21169176262178918,0.2079414838035528,0.2205128205128205,0.2205128205128205,0.21169176262178918,0.2079414838035528,0.2205128205128205,0.2205128205128205,0.21169176262178918,0.2079414838035528,0.2205128205128205,0.2205128205128205,0.21169176262178918,0.2079414838035528,0.2205128205128205,0.2205128205128205,0.21169176262178918,0.2079414838035528,0.2205128205128205,0.2205128205128205,0.21169176262178918,2
"oil prices fall on profit-taking after futures pass \$55 a barrel , oil prices fell sharply yesterday in what traders described as a wave of profit-taking after futures hit a new high above \$55 a barrel and after gasoline futures fell sharply on indications of declining demand .",0.18913270637408572,0.17948717948717952,0.17948717948717952,0.18866253321523468,0.18913270637408572,0.17948717948717952,0.17948717948717952,0.18866253321523468,0.18913270637408572,0.17948717948717952,0.17948717948717952,0.18866253321523468,0.18913270637408572,0.17948717948717952,0.17948717948717952,0.18866253321523468,0.18913270637408572,0.17948717948717952,0.17948717948717952,0.18866253321523468,0.18913270637408572,0.17948717948717952,0.17948717948717952,0.18866253321523468,0.18913270637408572,0.17948717948717952,0.17948717948717952,0.18866253321523468,0.18913270637408572,0.17948717948717952,0.17948717948717952,0.18866253321523468,2
"anti-terror laws #39 may go further #39 , the home secretary is to spell out proposals for more far-reaching measures to tackle terrorism , amid fears of an al-qaeda attack on britain .",0.08986415882967608,0.10256410256410257,0.10256410256410257,0.09123117803365811,0.08986415882967608,0.10256410256410257,0.10256410256410257,0.09123117803365811,0.08986415882967608,0.10256410256410257,0.10256410256410257,0.09123117803365811,0.08986415882967608,0.10256410256410257,0.10256410256410257,0.09123117803365811,0.08986415882967608,0.10256410256410257,0.10256410256410257,0.09123117803365811,0.08986415882967608,0.10256410256410257,0.10256410256410257,0.09123117803365811,0.08986415882967608,0.10256410256410257,0.10256410256410257,0.09123117803365811,0.08986415882967608,0.10256410256410257,0.10256410256410257,0.09123117803365811,0
"real madrid stadium evacuated in eta bomb threat , madrid ( reuters ) - some 70 , 000 people were forced to evacuate real madrid ' s santiago bernabeu stadium minutes before the end of a league match on sunday after a bomb threat in the name of eta basque separatist guerrillas .",0.18808777429467086,0.20512820512820512,0.20512820512820512,0.19220549158547384,0.18808777429467086,0.20512820512820512,0.20512820512820512,0.19220549158547384,0.18808777429467086,0.20512820512820512,0.20512820512820512,0.19220549158547384,0.18808777429467086,0.20512820512820512,0.20512820512820512,0.19220549158547384,0.18808777429467086,0.20512820512820512,0.20512820512820512,0.19220549158547384,0.18808777429467086,0.20512820512820512,0.20512820512820512,0.19220549158547384,0.18808777429467086,0.20512820512820512,0.20512820512820512,0.19220549158547384,0.18808777429467086,0.20512820512820512,0.20512820512820512,0.19220549158547384,0
"bomb threat sparks stansted emergency , a bomb threat forced a passenger plane to divert to a london airport under military escort for an emergency landing today . the olympic airways flight",0.09508881922675028,0.09743589743589744,0.09743589743589744,0.09477413640389724,0.09508881922675028,0.09743589743589744,0.09743589743589744,0.09477413640389724,0.09508881922675028,0.09743589743589744,0.09743589743589744,0.09477413640389724,0.09508881922675028,0.09743589743589744,0.09743589743589744,0.09477413640389724,0.09508881922675028,0.09743589743589744,0.09743589743589744,0.09477413640389724,0.09508881922675028,0.09743589743589744,0.09743589743589744,0.09477413640389724,0.09508881922675028,0.09743589743589744,0.09743589743589744,0.09477413640389724,0.09508881922675028,0.09743589743589744,0.09743589743589744,0.09477413640389724,0
"arafat ' very sick , ' palestinian leaders summoned , ramallah , west bank ( reuters ) - palestinian president yasser arafat ' s health has worsened sharply and he is slipping in and out of consciousness at his besieged west bank headquarters , officials and medics said thursday .",0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0.19017763845350052,0.18974358974358974,0.18974358974358974,0.19131975199291407,0
"kenyan ' s painful path to nobel peace prize , wagari maathai , recipient of the 2004 nobel peace prize , has long fought #151 and sometimes suffered #151 to protect the environment and human rights in africa . a journalist recalls an encounter with the kenyan 13 years ago .",0.18390804597701152,0.1948717948717949,0.1948717948717949,0.18689105403011513,0.18390804597701152,0.1948717948717949,0.1948717948717949,0.18689105403011513,0.18390804597701152,0.1948717948717949,0.1948717948717949,0.18689105403011513,0.18390804597701152,0.1948717948717949,0.1948717948717949,0.18689105403011513,0.18390804597701152,0.1948717948717949,0.1948717948717949,0.18689105403011513,0.18390804597701152,0.1948717948717949,0.1948717948717949,0.18689105403011513,0.18390804597701152,0.1948717948717949,0.1948717948717949,0.18689105403011513,0.18390804597701152,0.1948717948717949,0.1948717948717949,0.18689105403011513,3
"google wins geico lawsuit , according to wire services , us district judge leonie brinkema rejected a claim by auto insurance giant geico , which argued that google should not be allowed to sell ads to rival insurance companies that appear whenever geico #39 s name is typed into the",0.1922675026123302,0.18974358974358974,0.18974358974358974,0.19309123117803367,0.1922675026123302,0.18974358974358974,0.18974358974358974,0.19309123117803367,0.1922675026123302,0.18974358974358974,0.18974358974358974,0.19309123117803367,0.1922675026123302,0.18974358974358974,0.18974358974358974,0.19309123117803367,0.1922675026123302,0.18974358974358974,0.18974358974358974,0.19309123117803367,0.1922675026123302,0.18974358974358974,0.18974358974358974,0.19309123117803367,0.1922675026123302,0.18974358974358974,0.18974358974358974,0.19309123117803367,0.1922675026123302,0.18974358974358974,0.18974358974358974,0.19309123117803367,2
"climate change impact ? look in your backyard ( reuters ) , reuters - to witness the impact\of a warming planet , one need not make a costly trip to the\melting arctic ice cap . proof of climate change is right there\in most people ' s backyards , scientists said on tuesday .",0.18495297805642633,0.20512820512820512,0.20512820512820512,0.18954827280779452,0.18495297805642633,0.20512820512820512,0.20512820512820512,0.18954827280779452,0.18495297805642633,0.20512820512820512,0.20512820512820512,0.18954827280779452,0.18495297805642633,0.20512820512820512,0.20512820512820512,0.18954827280779452,0.18495297805642633,0.20512820512820512,0.20512820512820512,0.18954827280779452,0.18495297805642633,0.20512820512820512,0.20512820512820512,0.18954827280779452,0.18495297805642633,0.20512820512820512,0.20512820512820512,0.18954827280779452,0.18495297805642633,0.20512820512820512,0.20512820512820512,0.18954827280779452,3
"medicare costs are new focus for candidates , democrats are vowing to roll back a sharp increase in premiums announced this month , and the bush campaign is seeking to blame lawmakers for the rise .",0.10344827586206898,0.11794871794871796,0.11794871794871796,0.10540301151461472,0.10344827586206898,0.11794871794871796,0.11794871794871796,0.10540301151461472,0.10344827586206898,0.11794871794871796,0.11794871794871796,0.10540301151461472,0.10344827586206898,0.11794871794871796,0.11794871794871796,0.10540301151461472,0.10344827586206898,0.11794871794871796,0.11794871794871796,0.10540301151461472,0.10344827586206898,0.11794871794871796,0.11794871794871796,0.10540301151461472,0.10344827586206898,0.11794871794871796,0.11794871794871796,0.10540301151461472,0.10344827586206898,0.11794871794871796,0.11794871794871796,0.10540301151461472,0
"dell warns on fire-risk laptops , computer giant dell is to recall 4 . 4 million laptop power adapters because of a fear they could overheat , creating a risk of fire or electric shock .",0.09090909090909091,0.11794871794871796,0.11794871794871796,0.09477413640389724,0.09090909090909091,0.11794871794871796,0.11794871794871796,0.09477413640389724,0.09090909090909091,0.11794871794871796,0.11794871794871796,0.09477413640389724,0.09090909090909091,0.11794871794871796,0.11794871794871796,0.09477413640389724,0.09090909090909091,0.11794871794871796,0.11794871794871796,0.09477413640389724,0.09090909090909091,0.11794871794871796,0.11794871794871796,0.09477413640389724,0.09090909090909091,0.11794871794871796,0.11794871794871796,0.09477413640389724,0.09090909090909091,0.11794871794871796,0.11794871794871796,0.09477413640389724,3
"bush keeps card as chief of staff ( ap ) , ap - beginning to put his team in place for his second term , president bush decided to keep andy card as white house chief of staff , retaining an unflappable veteran of the reagan and first bush presidencies .",0.16196447230929992,0.1948717948717949,0.1948717948717949,0.16829052258635963,0.16196447230929992,0.1948717948717949,0.1948717948717949,0.16829052258635963,0.16196447230929992,0.1948717948717949,0.1948717948717949,0.16829052258635963,0.16196447230929992,0.1948717948717949,0.1948717948717949,0.16829052258635963,0.16196447230929992,0.1948717948717949,0.1948717948717949,0.16829052258635963,0.16196447230929992,0.1948717948717949,0.1948717948717949,0.16829052258635963,0.16196447230929992,0.1948717948717949,0.1948717948717949,0.16829052258635963,0.16196447230929992,0.1948717948717949,0.1948717948717949,0.16829052258635963,0
"text message warned of jakarta bombing , police were sent a text message warning of yesterday #39 s suicide bombing in jakarta that killed at least nine people 45 minutes before the explosion outside the australian embassy .",0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0.13061650992685478,0.1282051282051282,0.1282051282051282,0.13020372010628878,0
"prodi unveils plan to ease deficit rules , european commission president romano prodi has unveiled proposals to loosen the deficit rules under the eu stability pact . the loosening was drafted by monetary affairs commissioner joaquin almunia , who stood beside the president at the announcement .",0.20585161964472312,0.17435897435897435,0.17435897435897435,0.20194862710363154,0.20585161964472312,0.17435897435897435,0.17435897435897435,0.20194862710363154,0.20585161964472312,0.17435897435897435,0.17435897435897435,0.20194862710363154,0.20585161964472312,0.17435897435897435,0.17435897435897435,0.20194862710363154,0.20585161964472312,0.17435897435897435,0.17435897435897435,0.20194862710363154,0.20585161964472312,0.17435897435897435,0.17435897435897435,0.20194862710363154,0.20585161964472312,0.17435897435897435,0.17435897435897435,0.20194862710363154,0.20585161964472312,0.17435897435897435,0.17435897435897435,0.20194862710363154,2
"sa avert defeat despite batting collapse , south africa salvaged a draw in their tour opener against the indian board president #39 s xi despite an embarrassing batting collapse on tuesday that highlighted their potential flaws against spin bowling .",0.15778474399164058,0.13846153846153847,0.13846153846153847,0.15500442869796277,0.15778474399164058,0.13846153846153847,0.13846153846153847,0.15500442869796277,0.15778474399164058,0.13846153846153847,0.13846153846153847,0.15500442869796277,0.15778474399164058,0.13846153846153847,0.13846153846153847,0.15500442869796277,0.15778474399164058,0.13846153846153847,0.13846153846153847,0.15500442869796277,0.15778474399164058,0.13846153846153847,0.13846153846153847,0.15500442869796277,0.15778474399164058,0.13846153846153847,0.13846153846153847,0.15500442869796277,0.15778474399164058,0.13846153846153847,0.13846153846153847,0.15500442869796277,1
